Statut,Lignes avec marqueurs + termes médicaux (texte original CLEAR EX),Lignes avec marqueurs + termes médicaux avec balises <t> (CLEAR EX),Terme médical,Marqueur,Indicateur,Reformulation
non,Un objectif secondaire était d'examiner les effets du pimozide chez les patients atteints de troubles délirants.,Un objectif <t>secondaire<t> était d'examiner les effets du <t>pimozide<t> chez les patients atteints de <t>troubles délirants<t>.,,,trouble/s,
oui,"Les données ont été fournies pour les troubles parkinsoniens, (rigidité et tremblements) en utilisant l'échelle ESRS (Extrapyramidal Symptom Rating Scale) ; cependant, ces données étaient biaisées.","Les données ont été fournies pour les troubles parkinsoniens, (<t>rigidité<t> et <t>tremblements<t>) en utilisant l'<t>échelle<t> ESRS (Extrapyramidal Symptom Rating Scale) ; cependant, ces données étaient biaisées.",les troubles parkinsoniens,(),trouble/s,rigidité et tremblements
non,Les données ne permettent pas de recommander ou déconseiller son utilisation chez les patients atteints de troubles délirants.,Les données ne permettent pas de recommander ou déconseiller son utilisation chez les patients atteints de <t>troubles délirants<t>.,,,trouble/s,
non,Cette revue évalue le rôle des benzodiazépines dans le traitement pharmacologique de ce trouble.,Cette revue évalue le rôle des <t>benzodiazépines<t> dans le traitement <t>pharmacologique<t> de ce <t>trouble<t>.,,,trouble/s,
non,"Deux études de cohorte portaient sur l'évaluation de nouveaux traitements pour les cancers, une cohorte portait sur les troubles neurologiques, et la dernière cohorte portait sur un mélange de divers types de maladies.","Deux études de cohorte portaient sur l'évaluation de nouveaux traitements pour les cancers, une cohorte portait sur les troubles neurologiques, et la dernière cohorte portait sur un mélange de <t>divers<t> types de maladies.",,,maladie/s ; trouble/s,
non,"Nous avons inclus des essais randomisés ou quasi-randomisés éligibles portant sur des évaluations des stratégies visant à augmenter la rétention, intégrés à des essais randomisés "" hôtes "" portant sur n'importe quelle maladie et réalisés dans n'importe quel contexte de soins.","Nous avons <t>inclus<t> des essais randomisés ou quasi-randomisés éligibles portant sur des évaluations des stratégies visant à augmenter la <t>rétention<t>, intégrés à des essais randomisés "" hôtes "" portant sur n'importe quelle <t>maladie<t> et réalisés dans n'importe quel contexte de soins.",,,maladie/s,
non,"Nous avons évalué l'hétérogénéité entre les essais au moyen des tests Chi2 et I2.Pour les principaux essais ayant hébergé les essais portant sur la rétention, nous avons extrait les données concernant les maladies, l'intervention, la population, le contexte de soins, la génération des séquences et l'assignation secrète.","Nous avons évalué l'hétérogénéité <t>entre<t> les essais au moyen des tests Chi2 et I2.Pour les principaux essais ayant hébergé les essais portant sur la <t>rétention<t>, nous avons extrait les données concernant les maladies, l'intervention, la population, le contexte de soins, la génération des séquences et l'assignation secrète.",,,maladie/s,
non,"Les essais inclus ont été réalisés pour un large éventail de maladies, pays et contextes de soins.","Les essais <t>inclus<t> ont été réalisés pour un <t>large<t> éventail de maladies, pays et contextes de soins.",,,maladie/s,
non,"L'application des résultats de cette revue pourrait dépendre du contexte de l'essai, de la population, du type de maladie des procédures de recueil de données et de suivi.","L'application des résultats de cette revue pourrait dépendre du contexte de l'essai, de la population, du type de <t>maladie<t> des <t>procédures<t> de recueil de données et de suivi.",,,maladie/s,
oui,La grippe est une maladie virale très contagieuse qui est particulièrement fréquente pendant les mois d'hiver.,La <t>grippe<t> <mdef>est une<mdef> <t>maladie<t> virale très contagieuse qui est particulièrement fréquente pendant les mois d'hiver.,La grippe,est un/e,maladie/s,une maladie virale très contagieuse qui est particulièrement fréquente pendant les mois d'hiver
non,"La maladie est étroitement associée à une infection ORL streptococcique précédent l'épisode, ou angine.","La <t>maladie<t> est étroitement associée à une <t>infection<t> ORL <t>streptococcique<t> <t>précédent<t> l'épisode, ou angine.",,,maladie/s,
non,"Bien que de nombreux dermatologues recommandent d'utiliser des antibiotiques pour le psoriasis en gouttes en particulier, leur influence sur l'évolution des deux formes de maladie n'a pas été clairement établie.","Bien que de nombreux dermatologues recommandent d'utiliser des antibiotiques pour le <t>psoriasis<t> en gouttes en particulier, leur influence sur l'évolution des deux <t>formes<t> de <t>maladie<t> n'a pas été clairement établie.",,,maladie/s,
non,"Nous avons consulté le registre Cochrane des essais cliniques (la librairie Cochrane, numéro 3, 1999), Medline (1966 - septembre 1999), Embase (1988 - septembre 1999), la base de données d'essais sur le psoriasis de Salford (jusqu'en novembre 1999) et la base de données d'essais sur le psoriasis du réseau européen de dermato-épidémiologie (EDEN) (jusqu'en novembre 1999) à partir des termes [STREPTOCOQUE* ou ANTIBIOTIQUE* ou TONSIL*] et PSORIASIS en suivant la stratégie de recherche du groupe Cochrane sur les troubles cutanés.","Nous avons consulté le registre Cochrane des essais cliniques (la librairie Cochrane, numéro 3, 1999), Medline (1966 - septembre 1999), Em<t>base<t> (1988 - septembre 1999), la <t>base<t> de données d'essais sur le <t>psoriasis<t> de Salford (jusqu'en novembre 1999) et la <t>base<t> de données d'essais sur le <t>psoriasis<t> du réseau européen de dermato-épidémiologie (EDEN) (jusqu'en novembre 1999) à partir des termes [STREPTOCOQUE* ou ANTIBIOTIQUE* ou TONSIL*] et PSORIASIS en suivant la stratégie de recherche du groupe Cochrane sur les troubles cutanés.",,,trouble/s,
non,"Les données sur la rhinite allergique ou la conjonctivite, ou les deux, et l'urticaire se limitent à un essai unique pour chaque affection et sont insuffisantes pour tirer des conclusions significatives.","Les données sur la <t><t>rhinite<t> <t>allergique<t><t> ou la <t>conjonctivite<t>, ou les deux, et l'<t>urticaire<t> se limitent à un essai <t>unique<t> pour chaque <t>affection<t> et sont insuffisantes pour tirer des conclusions significatives.",,,affection/s,
non,"Les rapports des cotes de Peto et les hazard ratios logarithmiques ont été déterminés afin de comparer le nombre de patients présentant une récidive de la maladie à 12 mois et le taux de récidive, respectivement.","Les rapports des cotes de Peto et les hazard ratios logarithmiques ont été déterminés afin de comparer le <t>nombre<t> de patients présentant une <t>récidive<t> de la <t>maladie<t> à 12 mois et le taux de <t>récidive<t>, respectivement.",,,maladie/s,
non,"Un nombre significativement inférieur de patients présentait une récidive de la maladie à 12 mois dans le groupe BCG plus RTU par rapport à ceux ayant bénéficié d'une RTU seule (rapport des cotes 0,30, IC 0,21 à 0,43).","Un <t>nombre<t> significativement <t>inférieur<t> de patients présentait une <t>récidive<t> de la <t>maladie<t> à 12 mois dans le groupe BCG plus RTU par rapport à ceux ayant bénéficié d'une RTU seule (rapport des cotes 0,30, IC 0,21 à 0,43).",,,maladie/s,
oui,Déterminer l'efficacité de la chimiothérapie de première ligne versus un placebo ou aux soins palliatifs (SP) pour prolonger la survie chez les patients atteints de CBPC disséminé au diagnostic et de la chimiothérapie en deuxième intention après une rechute ou de progression de la maladie après la chimiothérapie de première ligne par rapport aux SP ou au placebo ainsi qu'évaluer les événements indésirables du traitement et la qualité de vie des patients.,Déterminer l'<t>efficacité<t> de la <t>chimiothérapie<t> de première <t>ligne<t> versus un placebo ou aux <t>soins palliatifs<t> (SP) pour prolonger la survie chez les patients atteints de CBPC <t>disséminé<t> au diagnostic et de la <t>chimiothérapie<t> en deuxième intention après une rechute ou de progression de la <t>maladie<t> après la <t>chimiothérapie<t> de première <t>ligne<t> par rapport aux SP ou au placebo ainsi qu'évaluer les événements indésirables du traitement et la qualité de vie des patients.,soins palliatifs,(),maladie/s,SP
non,La chimiothérapie en deuxième intention après une rechute ou de progression de la maladie peut prolonger la survie quelques semaines par rapport aux SP.,La <t>chimiothérapie<t> en deuxième intention après une rechute ou de progression de la <t>maladie<t> peut prolonger la survie quelques semaines par rapport aux SP.,,,maladie/s,
non,"Pour cette mise à jour, le coordinateur des recherches d'essais du groupe Cochrane sur les maladies vasculaires périphériques a effectué des recherches dans le registre spécialisé (dernière recherche en mai 2013) et dans CENTRAL (2013, numéro 4).","Pour cette mise à jour, le coordinateur des recherches d'essais du groupe Cochrane sur les <t>maladies vasculaires<t> périphériques a effectué des recherches dans le registre <t>spécialisé<t> (dernière recherche en mai 2013) et dans CENTRAL (2013, numéro 4).",,,maladie/s,
non,"Les HBPM peuvent faire office d'alternative pour certaines personnes, par exemple, celles résidant dans des zones géographiquement inaccessibles, celles qui ne sont pas en mesure de se rendre régulièrement dans des services ou ne souhaitent pas le faire, et celles ayant des contre-indications à la prise d'un AVK.","Les HBPM peuvent faire office d'alternative pour certaines personnes, par exemple, celles résidant dans des zones géographiquement inaccessibles, celles qui ne sont pas en mesure de se rendre régulièrement dans des services ou ne souhaitent pas le faire, et celles ayant des <t>contre<t>-indications à la prise d'un AVK.",,,par exemple,
oui,Ils ont montré des effets bénéfiques à long terme sur la mortalité et les maladies cardiovasculaires (MCV) lorsqu'il sont utilisés chez des patients atteints d'insuffisance cardiaque ou d'infarctus aigu du myocarde.,Ils ont montré des effets bénéfiques à <t>long<t> terme sur la mortalité et les maladies cardiovasculaires (MCV) lorsqu'il sont utilisés chez des patients atteints d'<t>insuffisance<t> <t>cardiaque<t> ou d'<t><t><t>infarctus<t> <t>aigu<t><t> du myocarde<t>.,les maladies cardiovasculaires,(),maladie/s,MCV
non,"Les effets des bêta-bloquants sur les maladies cardiovasculaires étaient moins bons que ceux des inhibiteurs calciques (RR 1,18, IC à 95  pour cent  de 1,08 à 1,29 ; données de valeur probante moyenne) mais pas différents de ceux des diurétiques (valeur probante moyenne) ou des ISRA (valeur probante faible).","Les effets des bêta-bloquants sur les maladies cardiovasculaires étaient moins bons que ceux des inhibiteurs calciques (RR 1,18, IC à 95  pour cent  de 1,08 à 1,29 ; données de valeur probante moyenne) mais pas différents de ceux des <t>diurétiques<t> (valeur probante moyenne) ou des ISRA (valeur probante <t>faible<t>).",,,maladie/s,
non,Les données probantes actuelles suggèrent que le traitement initial de l'hypertension avec des bêta-bloquants conduit à une réduction modeste de maladies cardiovasculaires et n'a que peu ou pas du tout d'effet sur la mortalité.,Les données probantes actuelles suggèrent que le traitement <t>initial<t> de l'<t>hypertension<t> avec des bêta-bloquants conduit à une réduction modeste de maladies cardiovasculaires et n'a que peu ou pas du tout d'<t>effet<t> sur la mortalité.,,,maladie/s,
